sample	chr_10p	chr_10q	chr_11p	chr_11q	chr_12p	chr_12q	chr_13q	chr_14q	chr_15q	chr_16p	chr_16q	chr_17p	chr_17q	chr_18p	chr_18q	chr_19p	chr_19q	chr_1p	chr_1q	chr_20p	chr_20q	chr_21q	chr_22q	chr_2p	chr_2q	chr_3p	chr_3q	chr_4p	chr_4q	chr_5p	chr_5q	chr_6p	chr_6q	chr_7p	chr_7q	chr_8p	chr_8q	chr_9p	chr_9q	chr_11q_BIRC2	chr_11q_CCND1	chr_1p_CDKN2C	chr_1q_CKS1B	chr_16q_CYLD	chr_1p_EVI5	chr_14q_MAX	chr_8q_MYC	chr_8q_MYC_enhancer	chr_10q_NFKB2	chr_1p_NOTCH2	chr_13q_RB1	chr_1p_TENT5C	chr_17p_TP53	chr_14q_TRAF3
MMRF_2677_1_BM_CD138pos_pair	2.0116|0.0016	1.9942|0.0011	2.9725|0.002	2.9811|0.0015	2.0288|0.001	2.0285|9e-04	1.988|0.001	1.9966|0.0012	3.0332|0.0016	2.0385|0.0019	1.9878|0.0014	2.0605|0.0012	2.0605|0.0012	2.014|0.0027	1.9717|0.0013	3.0605|0.0027	3.0938|0.0036	1.527|0.0012	2.0148|0.001	2.0298|0.0014	2.0254|0.0012	2.0036|0.0018	1.5201|0.0013	2.0171|0.0011	2.0027|0.0012	2.9745|0.0014	2.9868|0.0014	1.9837|8e-04	1.9808|7e-04	2.9715|0.001	2.9715|0.001	2.0597|0.0014	1.0062|5e-04	1.9897|0.0012	2.005|0.0013	1.9948|0.0019	1.9788|9e-04	2.9434|0.0022	2.9344|0.0016	2.9775|0.0015	2.9775|0.0015	2.0096|0.0011	2.0185|0.001	1.9842|0.0014	1.5234|0.0012	1.9979|0.001	1.9729|8e-04	1.9729|8e-04	1.9884|0.001	1.5234|0.0012	1.9834|0.001	1.5234|0.0012	2.0569|0.0012	1.9979|0.001
MMRF_2678_1_BM_CD138pos_pair	1.9941|0.0014	1.9845|0.001	2.9979|0.0018	3.0409|0.002	1.9954|8e-04	1.9954|8e-04	1.3311|8e-04	1.9839|0.0011	4.0509|0.0019	1.9781|0.0011	1.9781|0.0011	1.9988|0.0011	1.9988|0.0011	2.0453|0.001	2.0453|0.001	3.0065|0.0024	3.0071|0.0039	1.9974|0.0011	2.0138|9e-04	1.9954|0.0012	1.9954|0.0012	3.8664|0.0028	1.9641|0.0024	1.9955|9e-04	1.9928|7e-04	2.9698|0.0013	3.019|0.0012	2.0143|0.0013	2.0291|0.0012	2.9976|0.0019	3.0475|0.0011	3.0066|0.0014	2.8651|0.0013	2.0354|0.001	2.6902|0.0015	0.9695|0.0017	1.9988|9e-04	3.0529|0.0012	3.0529|0.0012	4.2363|0.0391	3.054|0.0018	2.0064|9e-04	2.0184|9e-04	1.9827|0.0011	2.0064|9e-04	1.9885|0.001	2.0034|9e-04	2.0034|9e-04	1.9884|0.001	2.0064|9e-04	1.3357|8e-04	2.0064|9e-04	2.0034|0.0011	1.9885|0.001
MMRF_2679_1_BM_CD138pos_pair	1.997|0.002	1.9943|0.0012	1.9987|0.0011	1.9987|0.0011	1.998|0.0011	1.998|0.0011	0.9862|0.0012	0.99|0.0013	1.9838|0.0018	1.9653|0.0028	1.0039|0.002	1.9998|0.0024	2.0158|0.0032	1.9875|0.0015	1.9875|0.0015	2.0119|0.0021	2.0119|0.0021	2.0033|0.0016	2.1506|0.0059	1.991|0.0024	2.0078|0.0022	0.9896|0.0018	2.0035|0.0034	2.0061|0.0014	1.9926|0.0015	2.0063|9e-04	2.0064|0.0011	1.9609|0.0011	1.9962|9e-04	1.9952|0.001	1.9952|0.001	1.9955|0.001	1.9955|0.001	1.9952|0.001	1.9952|0.001	1.9965|0.0011	1.9965|0.0011	1.9324|0.0033	1.9984|0.0015	2.0021|0.0011	2.0021|0.0011	2.0041|0.0013	2.5046|0.0063	1.0075|0.0021	2.0041|0.0013	0.9902|0.001	2|0.0011	2|0.0011	1.9978|0.0012	2.0041|0.0013	0.99|0.0011	2.0041|0.0013	2.0033|0.0024	1.0013|0.0016
MMRF_2680_1_BM_CD138pos_pair	2.0132|0.001	2.0062|0.0013	3.0477|0.0013	3.0477|0.0013	1.7456|0.002	2.015|0.0013	1.9273|0.001	2.0147|0.0015	4.0482|0.0022	1.9844|0.0019	1.9898|0.0022	2.0029|0.0012	2.0029|0.0012	1.9848|0.0016	1.6815|0.0024	2.9644|0.0031	2.9329|0.0034	1.3014|0.0018	1.9879|0.0014	2.0136|0.0013	2.0136|0.0013	2.0142|0.0018	2.0036|0.0027	2.1815|0.0011	2.0192|8e-04	3.0282|0.0011	2.9802|0.0014	2.0013|0.0013	2.0114|9e-04	3.0427|0.0021	2.6634|0.0016	2.0192|0.0013	1.5061|0.0012	2.0195|0.001	1.3472|0.0021	1.7371|0.0014	2.0164|0.001	3.4369|0.0026	3.3427|0.0028	3.0442|0.0013	3.0442|0.0013	2.0015|0.0011	1.9749|0.0015	1.9813|0.0022	1.3268|0.0017	2.0166|0.0011	2.0188|0.001	2.0188|0.001	1.4684|0.0076	1.2544|0.0016	1.9238|0.001	1.2544|0.0016	1.9993|0.0012	2.0166|0.0011
MMRF_2681_1_BM_CD138pos_pair	1.9931|0.0031	2.252|0.0031	1.8667|0.0017	1.2865|0.0027	1.0416|0.0022	2.0167|0.0014	1.0125|7e-04	1.4411|0.0019	2.0003|0.0021	1.9643|0.0043	1.9113|0.0019	1.9702|0.0029	1.9051|0.0042	1.9312|0.003	1.9312|0.003	1.9671|0.0038	1.9722|0.0034	1.2568|0.0026	2.0141|0.0013	1.997|0.0024	1.9978|0.0025	1.9965|0.0022	1.9324|0.0044	2.0158|0.0014	1.9835|0.001	2.0147|0.0013	2.0222|0.0012	2.0041|0.0018	2.0264|0.0011	2.0135|0.0012	2.0149|9e-04	1.9972|0.0016	1.9752|0.0014	2.0029|0.0019	2.0071|0.0016	2.0177|0.0019	2.0176|0.0012	2.014|0.0027	2.0142|0.0015	1.0704|0.0022	1.987|0.0024	1.9935|0.0016	2.0202|0.0013	1.9107|0.0019	1.0157|0.0024	1.2075|0.0019	2.0171|0.0012	2.0171|0.0012	2.0014|0.0017	1.4913|0.0028	1.0119|7e-04	1.4913|0.0028	1.9697|0.0029	1.3575|0.0017
MMRF_2685_1_BM_CD138pos_pair	2.0028|0.0011	3.0707|0.0031	2.0284|0.001	2.0284|0.001	2.023|0.001	2.023|0.001	2.0084|0.0012	1.2329|0.0013	2.0181|0.0018	1.9786|0.0013	1.9786|0.0013	1.5568|0.0025	1.9407|0.0026	2.0036|0.0013	2.0336|0.0016	4.056|0.0053	2.2595|0.0037	1.0568|0.0016	3.0901|0.0016	1.1061|0.0015	1.8494|0.0026	2.0032|0.002	1.9524|0.005	2.0137|0.001	2.0153|0.0014	1.3158|0.0018	2.0205|0.0016	2.0147|0.0022	2.0264|0.001	2.0223|0.0019	2.0196|0.001	3.1179|0.0029	2.028|0.001	2.0268|9e-04	2.0268|9e-04	1.3071|0.0015	3.0932|0.0038	3.0978|0.0026	3.0784|0.0019	2.0136|0.001	2.0136|0.001	1.9744|0.0014	3.0753|0.0016	1.9639|0.0013	1.042|0.0016	1.2182|0.0013	3.0899|0.0032	3.0899|0.0032	1.9881|0.0011	2.0086|0.0033	1.9937|0.0012	2.0086|0.0033	1.1322|0.0024	1.9657|0.003
MMRF_2688_1_BM_CD138pos_pair	1.9904|0.001	1.9904|0.001	3.0278|0.002	3.0442|0.002	2.0042|0.0019	1.9959|0.001	1.6448|0.001	1.9835|0.002	3.0742|0.0019	1.9735|0.0031	1.4265|0.0018	1.9844|0.0026	1.9908|0.0027	1.9875|0.0013	1.9875|0.0013	3.0213|0.0026	3.0213|0.0026	1.8609|0.001	2.0031|0.0011	1.9935|0.0014	1.9935|0.0014	3.054|0.0043	1.9675|0.0025	1.9995|0.0016	1.9956|9e-04	2.0946|8e-04	2.0946|8e-04	3.0547|0.0024	3.0569|0.0019	3.0675|0.0012	3.0675|0.0012	1.9966|9e-04	1.9983|0.0011	3.0225|0.0013	3.0225|0.0013	1.9629|0.001	1.9691|0.0013	4.1131|0.0035	4.0173|0.0073	3.056|0.0021	3.0343|0.002	1.8675|0.001	2.0097|0.0011	1.4298|0.0015	1.8675|0.001	1.9879|0.0017	1.9695|0.001	2.0026|0.0027	1.9969|0.001	1.8675|0.001	1.6513|0.001	1.8675|0.001	1.991|0.0026	2.0028|0.0018
MMRF_2689_1_BM_CD138pos_pair	2.001|0.001	2.001|0.001	1.9952|0.0012	1.2369|0.0015	1.8648|0.002	1.9108|0.0015	0.9083|6e-04	1.4371|0.0013	3.0453|0.0024	1.997|0.0013	1.997|0.0013	2.0007|0.0013	2.0007|0.0013	1.9986|0.0026	1.9998|0.0021	2.0115|0.0017	2.0115|0.0017	2.004|0.0014	2.0095|0.0011	1.9866|0.0021	2.015|0.0023	2.0749|0.0019	1.0219|0.0015	1.9991|0.0017	1.0646|0.002	3.0457|0.0011	3.0457|0.0011	2.0067|8e-04	2.0067|8e-04	1.996|8e-04	1.996|8e-04	1.9952|8e-04	1.9952|8e-04	2.0037|9e-04	2.0037|9e-04	1.9661|9e-04	1.9661|9e-04	2.0795|0.0011	2.0795|0.0011	1.2371|0.0015	1.9954|0.0012	1.9998|0.0011	2.0097|0.0011	1.9973|0.0013	1.9998|0.0011	1.4373|0.0013	1.9664|9e-04	1.9664|9e-04	2.0012|0.001	1.9998|0.0011	0.9085|6e-04	1.9998|0.0011	2.0009|0.0013	1.9914|0.0026
MMRF_2692_1_BM_CD138pos_pair	1.9997|0.0018	2.006|0.0014	2.0072|0.001	2.0072|0.001	2.0088|0.001	2.0088|0.001	1.999|0.0012	2.0116|0.0016	2.0109|0.002	1.9859|0.0027	1.9932|0.0016	2.0004|0.0019	2.0058|0.002	2.0028|0.0013	2.0028|0.0013	1.9732|0.0019	1.9737|0.0025	2.0152|0.0015	2.0457|0.0018	2.0104|0.0015	2.0104|0.0015	2.005|0.002	1.9793|0.003	2.0156|0.0012	2.0044|0.001	2.0074|8e-04	2.0079|0.001	2.0031|8e-04	2.0031|8e-04	2.0024|9e-04	2.0024|9e-04	2.0098|9e-04	2.0098|9e-04	1.9995|0.001	1.9995|0.001	2.0144|0.0022	2.0044|0.001	2.0006|0.0011	2.0006|0.0011	2.0013|0.001	2.0013|0.001	2.0066|0.0012	2.0058|0.0012	1.9873|0.0016	2.0066|0.0012	2.002|0.0013	1.9985|0.001	1.9985|0.001	1.9969|0.0012	2.0066|0.0012	1.9931|0.0012	2.0066|0.0012	1.9946|0.0019	2.002|0.0013
MMRF_2694_1_BM_CD138pos_pair	1.992|0.0011	1.992|0.0011	2.0085|0.0042	1.9623|0.0017	2.0129|0.0026	1.9968|0.0013	1.0171|7e-04	1.0017|0.0012	1.9923|0.0018	1.9539|0.0024	1.991|0.0026	1.9465|0.0038	1.8438|0.004	2.0117|0.0015	2.0117|0.0015	1.8972|0.0045	1.9263|0.0039	1.3391|0.0019	2.9633|0.0019	1.9918|0.0024	1.979|0.0022	2.0083|0.0023	1.9193|0.0031	2.0054|0.0014	1.0264|0.0013	2.0103|0.0014	2.016|0.0012	2.0212|0.0011	2.0195|0.0015	2.022|0.003	2.017|0.0019	2.0106|0.001	2.0109|0.0012	2.0088|0.0018	2.0024|0.0018	1.8916|0.0039	1.0142|8e-04	1.0165|0.0011	1.9842|0.0016	2.0043|0.0015	2.0043|0.0015	1.9742|0.0018	2.9712|0.0019	2|0.0023	1.0286|0.0012	1.0095|0.0012	1.0221|8e-04	1.0221|8e-04	1.9998|0.0011	1.9315|0.0032	1.0249|7e-04	1.9315|0.0032	1.952|0.0035	1.9494|0.0028
MMRF_2695_1_BM_CD138pos_pair	2.0143|0.0011	2.0143|0.0011	2.02|0.0011	2.02|0.0011	2.0316|0.0011	2.0316|0.0011	0.8854|0.0011	1.0094|0.0012	3.0494|0.0021	1.9817|0.0024	1.8078|0.002	1.9948|0.0029	2.0129|0.0027	1.8893|0.0041	3.0373|0.0023	2.9777|0.0063	2.9307|0.0065	1.2852|0.0018	3.027|0.0018	1.0025|0.0013	1.7733|0.004	2.9913|0.0032	2.0049|0.0022	2.0231|0.0021	1.1069|0.002	2.302|0.0034	2.4265|0.0016	1.9913|0.0021	2.027|0.001	2.0201|0.0028	2.0277|0.0014	2.04|0.001	2.0343|0.0013	3.2811|0.0037	3.0336|0.0035	1.1012|0.0029	2.0248|0.0012	2.1288|0.0031	2.9602|0.0102	2|0.0011	2|0.0011	1.9962|0.0015	3.0069|0.0018	1.7877|0.002	1.3721|0.0018	0.9894|0.0012	2.0047|0.0012	2.0047|0.0012	1.9943|0.0011	1.7434|0.0087	0.9956|0.001	1.1215|0.0018	1.9748|0.0029	1.992|0.0026
MMRF_2696_1_BM_CD138pos_pair	3.0108|0.0039	3.0009|0.0019	2.7771|0.0026	2.9104|0.003	2.0085|0.0011	2.0085|0.0011	1.0022|7e-04	1.9922|0.0015	4.0146|0.0027	1.9821|0.0014	1.9821|0.0014	1.9881|0.0028	1.9978|0.0017	2.0097|0.0014	2.0097|0.0014	2.9596|0.0028	2.9596|0.0028	2.0015|0.0011	2.0149|0.0012	1.9952|0.0015	1.9952|0.0015	3.0202|0.0031	1.9779|0.003	2.0103|0.0013	2.0076|0.001	3.0127|0.0013	3.0127|0.0013	2.0045|0.0017	2.0183|0.001	4.0249|0.0017	4.0249|0.0017	2.0166|9e-04	2.0166|9e-04	3.0074|0.0032	3.0057|0.0017	1.9652|0.001	1.9652|0.001	4.0134|0.0037	3.9891|0.0027	2.9958|0.0027	2.9859|0.0032	1.9985|0.0011	2.0119|0.0012	1.9792|0.0014	1.9985|0.0011	2.0018|0.0013	1.9623|0.001	1.9623|0.001	2.9979|0.0019	1.9985|0.0011	0.9992|7e-04	1.9985|0.0011	1.9852|0.0028	2.0018|0.0013
MMRF_2698_1_BM_CD138pos_pair	1.9388|0.001	1.9388|0.001	2.0733|0.0017	3.6109|0.0027	0.9244|0.0013	2.0456|0.0017	2.3156|0.0022	1.3168|0.0014	3.18|0.0018	1.9454|0.0026	0.8725|0.0011	2.0098|0.0014	2.0098|0.0014	2.0869|0.0013	2.0869|0.0013	2.8346|0.0023	2.8346|0.0023	1.9889|0.0015	2.5434|0.0072	1.952|0.0021	2.0178|0.0023	3.0999|0.0039	1.9743|0.002	3.0167|0.0016	1.9605|0.002	3.0471|0.0017	2.9549|0.0014	1.8887|0.0016	0.9232|0.0025	2.8646|0.002	2.8646|0.002	2.0448|0.0014	0.9245|0.0011	2.8967|0.0034	3.0376|0.0015	0.8773|0.0012	2.0944|0.0013	3.1774|0.004	3.0047|0.0018	4.1062|0.0028	3.0324|0.0025	1.965|0.0013	2.0136|0.0012	0.8628|0.0011	2.003|0.0019	0.9281|0.001	2.0846|0.0013	2.0846|0.0013	1.929|0.001	2.003|0.0019	2.0856|0.0024	2.003|0.0019	2|0.0014	0.9281|0.001
MMRF_2699_1_BM_CD138pos_pair	2.0139|0.0014	1.9872|0.0015	4.0724|0.0021	4.3566|0.0031	2.0112|0.0011	2.0084|0.0013	0.9576|0.0011	1.9573|0.0018	4.1046|0.0031	1.9728|0.0022	1.9981|0.0018	1.9799|0.0027	1.9917|0.0016	2.0117|0.0013	2.0117|0.0013	2.9604|0.0066	3.0132|0.0048	1.8974|0.0026	2.0088|0.0018	2.0025|0.0022	2.5556|0.006	2.008|0.002	1.9644|0.0021	2.0089|0.0012	2.0097|0.001	3.0581|0.0026	3.0713|0.0023	2.0149|8e-04	2.0149|8e-04	1.9063|0.0031	2.0148|0.0014	3.0618|0.0034	2.8034|0.0037	2.006|0.001	2.006|0.001	3.0594|0.0038	3.0696|0.0016	3.8877|0.0048	3.8681|0.0025	4.0644|0.0021	4.0644|0.0021	0.4415|0.004	2.0039|0.0022	1.9901|0.0018	2.0134|0.003	2.0015|0.0013	3.0616|0.0016	3.0616|0.0016	1.9845|0.0014	2.011|0.0026	0.9496|0.0011	2.011|0.0026	1.9761|0.0032	2.0015|0.0013
MMRF_2701_1_BM_CD138pos_pair	1.9985|0.0021	1.993|0.0015	2.0004|0.0012	2.0004|0.0012	2.0005|0.0012	2.0005|0.0012	2.0029|0.0014	2.0014|0.0021	1.9807|0.002	1.9755|0.0026	1.9937|0.0021	1.991|0.0032	1.9989|0.003	2.001|0.0035	2.0007|0.0018	1.9941|0.0026	1.9939|0.0035	1.9977|0.0017	1.9952|0.0014	1.9985|0.0018	1.9985|0.0018	2.0048|0.0024	1.991|0.0034	2.0018|0.0014	1.9973|0.0011	2.0029|0.001	2.0029|0.001	1.9949|0.0024	2.0075|0.0012	2.004|0.001	2.004|0.001	0.9948|7e-04	0.9948|7e-04	2.0006|0.0011	2.0006|0.0011	2.0036|0.0011	2.0036|0.0011	2.0054|0.0028	1.9974|0.0016	2|0.0012	2|0.0012	1.9958|0.0014	1.9947|0.0014	1.9939|0.0021	1.9958|0.0014	1.9977|0.002	2.0031|0.0011	2.0031|0.0011	1.9921|0.0015	1.9958|0.0014	2.0025|0.0014	1.9958|0.0014	1.9905|0.0032	1.9977|0.002
MMRF_2702_1_BM_CD138pos_pair	1.9672|0.001	1.9672|0.001	1.9939|0.001	1.9939|0.001	1.9887|0.001	1.9887|0.001	1.9642|0.0015	1.6976|0.0016	2.0011|0.0018	1.9555|0.0021	1.9799|0.0017	3.1559|0.0016	3.1559|0.0016	3.1274|0.0015	3.1274|0.0015	3.1093|0.0025	3.1291|0.0033	1.7693|0.0013	2.0193|0.0011	2.0106|0.0014	2.0106|0.0014	1.9776|0.0019	2.0121|0.0027	1.9939|0.0011	1.9849|9e-04	1.994|8e-04	1.994|8e-04	1.9688|8e-04	1.9688|8e-04	3.096|0.0019	3.1289|0.0016	1.9891|8e-04	1.9891|8e-04	3.1388|0.0011	3.1388|0.0011	1.9707|9e-04	1.9707|9e-04	3.1465|0.0021	3.1498|0.0016	2.009|0.001	2.009|0.001	1.8113|0.0012	2.0353|0.0011	1.995|0.0017	1.711|0.0018	0.8389|0.0012	1.9858|9e-04	1.9858|9e-04	1.9823|0.001	1.711|0.0018	1.9799|0.0013	1.711|0.0018	3.171|0.0016	0.8389|0.0012
MMRF_2703_1_BM_CD138pos_pair	1.9915|0.002	1.9918|0.0014	1.9668|0.003	2.0062|0.002	2.0033|0.0032	1.9947|0.0018	1.9928|0.0012	1.9885|0.0013	3.0909|0.0019	1.991|0.0023	1.9965|0.0018	3.0683|0.0058	3.0562|0.004	3.0905|0.0019	3.0905|0.0019	3.0183|0.0044	3.0636|0.0034	2.0036|0.0013	2.0021|8e-04	2.0169|0.0022	2.014|0.0026	3.0736|0.0029	1.985|0.0028	2.0086|0.0017	2.0051|0.001	3.0803|0.0017	3.0769|0.0016	2.9808|0.0023	2.9623|0.0014	3.0826|0.0035	3.077|0.0014	1.9969|0.0011	2.0001|0.0013	3.1921|0.0023	3.1732|0.0018	2.0071|0.0017	1.9953|0.0011	3.0824|0.0016	3.0824|0.0016	2.0204|0.0014	1.9906|0.0028	2.0055|8e-04	2.0055|8e-04	1.9998|0.0018	2.0055|8e-04	2.0021|0.0012	1.9986|0.0011	1.9986|0.0011	2.0077|0.0012	2.0055|8e-04	1.9962|0.0012	2.0055|8e-04	3.0918|0.005	2.0021|0.0012
MMRF_2704_1_BM_CD138pos_pair	2.0082|0.0029	1.9871|0.0027	1.9884|0.002	1.9937|0.0021	2.0061|0.0028	2.0092|0.0017	0.9836|0.001	2.0053|0.0025	2.0316|0.0034	1.9499|0.0048	2.0222|0.0038	1.9226|0.0073	1.9434|0.004	2.0236|0.0019	2.0236|0.0019	2.0025|0.0069	1.9972|0.0075	2.0215|0.0011	2.0215|0.0011	1.9877|0.0021	1.9877|0.0021	2.0094|0.0029	1.9401|0.0034	2.0062|0.0026	2.0115|0.0014	2.0044|0.0017	2.0174|0.0016	2.0262|0.0012	2.0262|0.0012	2.0215|0.0028	2.0101|0.0014	1.992|0.0021	2.0233|0.0016	2.0137|0.0014	2.0137|0.0014	2.0074|0.0025	2.0171|0.002	2.0205|0.0036	1.9942|0.0019	1.9828|0.002	2.8776|0.0382	2.0136|0.0011	2.0136|0.0011	2.0253|0.0035	2.0136|0.0011	1.9981|0.0018	2.0147|0.0017	2.0147|0.0017	1.9911|0.002	2.0136|0.0011	0.9758|0.001	2.0136|0.0011	1.9708|0.0044	1.9981|0.0018
MMRF_2705_1_BM_CD138pos_pair	1.961|0.003	1.9841|0.0014	3.0658|0.0024	3.4051|0.0035	1.9974|0.0029	2.0037|0.0012	1.9187|0.0014	1.9974|0.0014	3.0667|0.0019	0.9265|0.0023	1.9937|0.0018	0.9612|0.0016	2.0079|0.0026	3.9186|0.0024	3.9186|0.0024	3.0181|0.0043	3.02|0.0049	1.9868|0.0015	2.0786|0.0012	2.0067|0.0022	1.9957|0.0024	3.0589|0.0042	1.9766|0.0021	2.0157|0.0012	2.0236|0.0013	3.0725|0.0018	3.0854|0.0016	1.9929|0.0012	2.496|0.0014	2.6525|0.0032	2.2311|0.0011	2.5291|0.0019	1.0094|8e-04	1.9461|0.0018	2.0147|0.0019	2.034|0.0016	2.1323|0.0011	3.9506|0.0028	3.5516|0.0031	3.0742|0.0027	3.0495|0.0043	1.9905|0.0013	2.075|0.0012	1.9901|0.0018	1.9905|0.0013	1.9979|0.0013	2.1286|0.0011	2.1286|0.0011	1.9882|0.0012	1.9905|0.0013	1.9154|0.0012	1.9905|0.0013	0.9575|0.0016	1.9979|0.0013
MMRF_2706_1_BM_CD138pos_pair	1.9782|0.0016	1.9694|0.0017	1.9854|0.0019	1.9854|0.0013	1.0084|0.0014	1.9948|0.0014	1.0109|0.001	1.0061|0.0013	1.9829|0.0021	1.9714|0.0016	1.9714|0.0016	1.9223|0.0026	2.0057|0.0032	2.0097|0.0015	2.0097|0.0015	2.0634|0.004	1.9899|0.0025	1.9922|0.0021	3.8337|0.0025	1.0033|0.0013	2.0033|0.0023	1.9934|0.0023	1.0044|0.0012	1.9954|0.0017	1.9871|0.0012	2.0434|0.001	2.0434|0.001	1.9869|0.0016	1.9966|0.0016	1.9752|0.0028	1.9857|0.0011	2.078|0.0036	1.0973|0.0011	1.9869|0.0013	1.9903|0.0016	1.889|0.0038	1.9729|0.0011	1.9888|0.0021	1.9952|0.002	1.9983|0.0013	1.9983|0.0013	2.0054|0.0018	3.8467|0.0025	1.9844|0.0016	2.0115|0.0019	1.0166|0.0037	1.9859|0.0011	1.9859|0.0011	1.9927|0.0017	2.0115|0.0019	1.0182|0.0012	2.0115|0.0019	1.996|0.0022	2.0044|0.0034
MMRF_2707_1_BM_CD138pos_pair	1.9918|0.0021	1.9852|0.0014	3.0953|0.0025	3.0861|0.0019	1.9886|0.0023	1.9935|0.0014	0.948|0.0016	1.9995|0.0014	2.0213|0.002	1.9979|0.0023	1.9908|0.0018	2.0075|0.0014	2.0075|0.0014	1.9995|0.0014	1.9995|0.0014	1.9952|0.0031	1.9962|0.0035	1.9987|0.0021	2.0103|0.0012	1.9945|0.0022	2.0122|0.0023	2|0.0021	1.9986|0.0021	2.0043|0.0017	1.9968|0.001	1.9972|0.0012	1.9913|0.0012	1.9941|9e-04	1.9941|9e-04	1.9948|0.002	2.0026|0.0014	2.0016|9e-04	2.0016|9e-04	1.9812|0.0018	1.9809|0.0014	1.9978|0.0018	1.9962|0.0012	2.0058|0.0012	1.9804|0.0015	3.0883|0.0019	3.0883|0.0019	2.0041|0.0015	2.0126|0.0012	1.9931|0.0018	0.9387|0.0169	2.0016|0.0013	1.9984|0.0012	1.9984|0.0012	1.9967|0.0012	2.0048|0.0022	0.9502|0.0016	2.0048|0.0022	2.0097|0.0014	2.0016|0.0013
MMRF_2708_1_BM_CD138pos_pair	2.0006|0.0024	1.9927|0.0018	0.9181|0.0013	1.9991|0.0015	2.0108|0.0034	2.0026|0.0015	0.9162|0.0016	2.0098|0.0023	2.0107|0.0021	1.9506|0.0041	1.9675|0.0021	1.9625|0.0016	1.9625|0.0016	2.0205|0.0036	2.0303|0.0018	2.9916|0.005	1.9642|0.005	1.9378|0.0036	3.1179|0.0033	2.0062|0.0038	1.9923|0.0044	2.0105|0.0024	1.9259|0.0038	2.0054|0.0021	2.0151|0.0017	2.007|0.0014	2.0192|0.0017	2.0204|0.001	2.0204|0.001	2.0358|0.0025	2.0174|0.0012	2.0038|0.0018	2.0284|0.0013	3.1152|0.0026	3.1058|0.003	2.1126|0.0012	2.1126|0.0012	3.1117|0.0032	3.0896|0.0034	1.9929|0.0015	1.9929|0.0015	1.9955|0.0014	3.1208|0.0029	1.9614|0.0021	1.9955|0.0014	1.9987|0.0015	2.1064|0.0012	2.1064|0.0012	1.9982|0.0014	2.0151|0.0044	0.9099|0.0011	2.0151|0.0044	1.9563|0.0016	1.9987|0.0015
MMRF_2709_1_BM_CD138pos_pair	2.0026|0.0016	2.6552|0.0021	3.0429|0.0016	3.0335|0.0019	1.8345|0.0014	1.7155|0.0019	0.9381|0.0015	2.0001|0.0019	4.1194|0.0048	1.9805|0.0023	1.9843|0.0023	1.99|0.0013	1.99|0.0013	2.0036|0.0052	2.0015|0.0028	3.0151|0.0056	3.0364|0.0028	1.9923|0.0017	2.0044|0.0022	1.9914|0.002	1.996|0.0031	2.0195|0.0019	1.9864|0.0038	2.004|0.0021	2.0027|0.0013	2.8851|0.0014	2.9006|0.0019	2.0073|9e-04	2.0088|0.0012	3.0708|0.0012	3.0659|0.0015	2.0058|0.0027	2.0115|0.002	3.0683|0.0021	3.0627|0.0019	1.9944|0.0038	2.0052|0.0036	3.081|0.003	3.0444|0.0051	3.0273|0.002	3.0421|0.0016	2.009|0.009	2.9052|0.0252	1.9816|0.0021	2.0028|0.0013	2.0047|0.0015	1.9803|0.0066	2.9977|0.0238	2.6602|0.0018	2.0028|0.0013	0.9403|0.001	2.0028|0.0013	1.9892|0.0013	1.9905|0.0019
MMRF_2714_1_BM_CD138pos_pair	1.9831|0.0018	1.9829|0.0016	3.5143|0.0048	3.9981|0.0045	2.0017|0.0013	1.9879|0.0015	2.9607|0.003	1.9767|0.0025	4.0391|0.0022	1.9958|0.0013	1.9958|0.0013	2.0201|0.0014	2.0201|0.0014	4.0125|0.0048	2.5636|0.0018	3.789|0.0029	3.789|0.0029	1.9921|0.001	2.0065|0.0011	2.9807|0.0027	2.5221|0.0052	4.1261|0.0034	1.9899|0.002	2.9898|0.0012	2.9449|0.0023	3.9731|0.0014	3.9787|0.0018	1.9512|0.0015	1.9538|8e-04	2.7787|0.0045	2.9958|0.0021	2.9971|0.0014	2.9971|0.0014	1.9878|9e-04	1.9878|9e-04	1.9648|0.0018	1.9873|0.0013	2.9687|0.0018	2.9789|0.0021	3.9594|0.0037	4.0678|0.0041	2.0042|0.001	2.0187|0.0011	2.0079|0.0013	2.0042|0.001	1.9936|0.0014	1.9993|0.001	1.9993|0.001	1.9909|0.0012	2.0042|0.001	3.0037|0.0032	2.0042|0.001	2.0322|0.0014	2.0173|0.0025
